Datum,text
2017-01-11 10:15:00,"CNN: Ruské tajné služby tvrdia, že môžu kompromitovať Trumpa https://t.co/i5CiekXKEl"
2017-01-11 09:45:00,Včasná liečba inzulínom môže zastaviť rozvoj diabetu https://t.co/ZEXNkCpBjF
2017-01-11 08:45:00,"Klamstvo? Trump zveličuje, hovorí prezidentov stúpenec https://t.co/CirTKlNE9N"
2017-01-11 06:45:00,Exekúcie poputujú do Banskej Bystrice https://t.co/0zeu6vgM8h
2017-01-11 06:15:00,Panika identity v nesamozrejmých štátoch https://t.co/syUZbkLwwY
2017-01-11 04:15:00,Velez-Zuzulová: Môže byť aj horšie. Teším sa na čas s manželom a psom https://t.co/eekmVU0Doy
2017-01-10 19:09:59,Nové Audi Q8 bude zrejme zo Slovenska https://t.co/1ijYXGajif
2017-01-10 18:39:59,Ako zarobiť na Dieselgate? Američania už na to prišli. Z áut vracajú torzá https://t.co/x33P1BalKC
2017-01-10 18:09:59,Vlhová: Piate miesta nechcem. Túžim po víťazstvách https://t.co/iVR01cA3Xe
2017-01-10 17:39:59,Vegetariáni majú málo železa a žijú dlhšie. Naozaj?  https://t.co/7lohcGdx5M
2017-01-10 17:10:00,Žiaril Ronaldo. Vyniklo i gesto nádeje https://t.co/4H2QOcgnga
2017-01-10 14:10:01,Známka alebo slovné hodnotenie žiaka? https://t.co/D19Owt41BU
2017-01-10 12:09:59,Slovensko je v polčase zápasu s vtáčou chrípkou https://t.co/ZDAXRVgXpC
2017-01-10 11:40:00,Bosch: Autá budúcnosti vás spoja s vaším domovom https://t.co/0bRirZsn1P
